year,statecode,description,unit,data,msn,serialid
1969,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254531
1970,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254532
1971,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254533
1972,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254534
1973,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254535
1974,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254536
1975,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254537
1976,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254538
1977,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254539
1978,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254540
1979,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254541
1980,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254542
1981,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254543
1982,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254544
1983,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254545
1984,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254546
1985,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254547
1986,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254548
1987,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254549
1988,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254550
1989,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254551
1990,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254552
1991,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254553
1992,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254554
1993,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254555
1994,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254556
1995,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254557
1996,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254558
1997,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254559
1998,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254560
1999,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254561
2000,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254562
2001,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254563
2002,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254564
2003,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254565
2004,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254566
2005,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254567
2006,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254568
2007,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254569
2008,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254570
2009,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254571
2010,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254572
2011,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254573
2012,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254574
1960,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254575
1961,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254576
1962,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254577
1963,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254578
1964,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254579
1965,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254580
1966,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254581
1967,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254582
1968,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254583
1969,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254584
1970,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254585
1971,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254586
1972,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254587
1973,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254588
1974,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254589
1975,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254590
1976,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254591
1977,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254592
1978,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254593
1979,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254594
1980,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254595
1981,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254596
1982,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254597
1983,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254598
1984,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254599
1985,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254600
1986,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254601
1987,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254602
1988,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254603
1989,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254604
1990,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254605
1991,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254606
1992,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254607
1993,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254608
1994,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254609
1995,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254610
1996,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254611
1997,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254612
1998,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254613
1999,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254614
2000,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254615
2001,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254616
2002,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254617
2003,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254618
2004,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254619
2005,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254620
2006,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254621
2007,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254622
2008,ID,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254623
