well_permit_number,period_id,production_indicator,well_status,farm_name,well_number,gas_quantity,gas_production_days,condensate_quanitity,condensate_production_days,oil_quantity,oil_production_days,averaged,operator_name,ogo_number,well_county,well_municipality,well_latitude,well_longitude,unconventional,well_configuration_code,home_use,reporting_period,comment_reason,comment_text,serialid
003-20060,2012-0,Y,ACTIVE,VALLEY PROPERTIES INC 2,2,4195,366,,,,,N,XTO ENERGY INC,OGO-38958,ALLEGHENY,PLUM,40.523981,-79.79709,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,812
003-20061,2012-0,Y,ACTIVE,VALLEY PROPERTIES INC 3,3,3914,366,,,,,N,XTO ENERGY INC,OGO-38958,ALLEGHENY,PLUM,40.528304,-79.800238,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,813
003-20062,2012-0,N,ACTIVE,CHARLES H TECKMEYER 1,1,,,,,,,N,XTO ENERGY INC,OGO-38958,ALLEGHENY,PLUM,40.525758,-79.790224,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,814
003-20070,2012-0,Y,ACTIVE,GEORGE E SEEL AGT (FMLY WM SEEL) 1,1,828,366,,,,,N,XTO ENERGY INC,OGO-38958,ALLEGHENY,FAWN,40.642528,-79.73097,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,815
003-20071,2012-0,Y,ACTIVE,GEORGE E SEEL AGT (FMLY WM SEEL) 2,2,828,366,,,,,N,XTO ENERGY INC,OGO-38958,ALLEGHENY,HARRISON,40.63992,-79.730609,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,816
003-20073,2012-0,Y,ACTIVE,JOSEPH HRANICA (FRMLY G B VOGELEY) 1,1,1388,366,,,,,N,XTO ENERGY INC,OGO-38958,ALLEGHENY,HARRISON,40.64747,-79.720701,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,817
003-20081,2012-0,Y,ACTIVE,WILLIAM BURTNER 1,1,3768,366,,,,,N,XTO ENERGY INC,OGO-38958,ALLEGHENY,HARRISON,40.634569,-79.724122,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,818
003-20083,2012-0,Y,ACTIVE,WILLIAM BURTNER 2,2,3247,366,,,,,N,XTO ENERGY INC,OGO-38958,ALLEGHENY,HARRISON,40.630452,-79.725922,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,819
003-20084,2012-0,Y,ACTIVE,"WE, EG & MR MARVIN & HM SCHWARTZ 2",2,4017,366,,,,,N,XTO ENERGY INC,OGO-38958,ALLEGHENY,HARRISON,40.641705,-79.725384,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,820
003-20086,2012-0,Y,ACTIVE,W F BURTNER (G H BURTNER) 2,2,2254,348,,,,,N,XTO ENERGY INC,OGO-38958,ALLEGHENY,HARRISON,40.635392,-79.727004,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,821
003-20087,2012-0,Y,ACTIVE,ST JOSEPH'S ROMAN CATH CHURCH 1,1,3111,366,,,,,N,XTO ENERGY INC,OGO-38958,ALLEGHENY,HARRISON,40.633197,-79.720518,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,822
003-20090,2012-0,Y,ACTIVE,PARKE JOHN S (SMITH) 2-95AC,2,8393,365,,,,,N,XTO ENERGY INC,OGO-38958,ALLEGHENY,HARRISON,40.644039,-79.719619,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,823
003-21025,2012-0,Y,ACTIVE,KATHY E YEAGER & PATRICIA A SOLOMON 1,1,3512,245,,,,,N,XTO ENERGY INC,OGO-38958,ALLEGHENY,HARRISON,40.640745,-79.718178,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,824
003-21712,2012-0,Y,ACTIVE,MARGARET HAMILTON 2,7,7669,366,,,,,N,XTO ENERGY INC,OGO-38958,ALLEGHENY,PLUM,40.521494,-79.722084,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,825
003-21868,2012-0,Y,ACTIVE,MARGARET HAMILTON 3,3,4800,366,,,,,N,XTO ENERGY INC,OGO-38958,ALLEGHENY,PLUM,40.522333,-79.7171,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,826
003-21947,2012-0,Y,ACTIVE,EUGENE NAGY 1,1,5698,366,,,,,N,XTO ENERGY INC,OGO-38958,ALLEGHENY,PLUM,40.515086,-79.726795,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,827
003-21963,2012-0,Y,ACTIVE,MARGARET HAMILTON 4,4,9054,366,,,,,N,XTO ENERGY INC,OGO-38958,ALLEGHENY,PLUM,40.519891,-79.719567,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,828
003-21964,2012-0,Y,ACTIVE,MARGARET HAMILTON 5,5,3598,366,,,112,366,N,XTO ENERGY INC,OGO-38958,ALLEGHENY,PLUM,40.525188,-79.720681,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,829
003-22051,2012-0,Y,ACTIVE,RIVERVIEW GOLF COURSE/DETWILER UNIT 1-P408,1-P408,2888,323,,,,,N,HAYDEN HARPER ENERGY KA LLC,OGO-39327,ALLEGHENY,FORWARD,40.231044,-79.930947,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,850
003-22053,2012-0,Y,ACTIVE,STROTMAN 1-P404,1-P404,375,175,,,,,N,HAYDEN HARPER ENERGY KA LLC,OGO-39327,ALLEGHENY,FORWARD,40.235372,-79.948297,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,851
003-22064,2012-0,Y,ACTIVE,WILLIAMS UNIT 1-P406,1-P406,2529,323,,,,,N,HAYDEN HARPER ENERGY KA LLC,OGO-39327,ALLEGHENY,FORWARD,40.230564,-79.964083,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,852
005-26549,2012-0,N,ACTIVE,CASTLE ENERGY CORP 1-506,2,,,,,,,N,SNYDER BROS INC,OGO-17647,ARMSTRONG,MADISON,40.945392,-79.442086,N,VERTI,N,Jan - Dec 2012 (Conventional wells),"Never Spud Well, Permit Expired or Cancelled",,2005
005-26586,2012-0,N,ACTIVE,CASTLE ENERGY CORP 3-506,3-506,,,,,,,N,SNYDER BROS INC,OGO-17647,ARMSTRONG,MADISON,40.978391,-79.445606,N,VERTI,N,Jan - Dec 2012 (Conventional wells),"Never Spud Well, Permit Expired or Cancelled",,2007
005-26587,2012-0,N,ACTIVE,CASTLE ENERGY CORP 2-506,2-506,,,,,,,N,SNYDER BROS INC,OGO-17647,ARMSTRONG,MADISON,40.944625,-79.449357,N,VERTI,N,Jan - Dec 2012 (Conventional wells),"Never Spud Well, Permit Expired or Cancelled",,2008
005-22979,2012-0,N,ACTIVE,FRANK DIMAIO 2,2,,,,,,,N,HANLEY & BIRD INC,OGO-26791,ARMSTRONG,COWANSHANNOCK,,,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Transferred this well,Permit 005-23353 was for SN1740 transferred to Dawn Energy 5/15/95.  No record of permit 005-22979,2697
005-24210,2012-0,Y,ACTIVE,ROBERT E. II & M.J. & W.R. ISEMAN 1,1,6622,365,,,,,N,STAR ENERGY INC,OGO-33380,ARMSTRONG,MANOR,40.744252,-79.551521,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3326
005-24304,2012-0,Y,ACTIVE,MARIE ISEMAN 2,2,718,365,,,,,N,STAR ENERGY INC,OGO-33380,ARMSTRONG,MANOR,40.749879,-79.549356,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3327
005-25119,2012-0,Y,ACTIVE,ROBERT E II&M.J. &WILLIAM R. ISEMAN 003,003,3090,365,,,,,N,STAR ENERGY INC,OGO-33380,ARMSTRONG,MANOR,40.745624,-79.547372,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3328
005-25267,2012-0,Y,ACTIVE,ROBERT E II & MARY JANE ISEMAN & 005,005,3267,365,,,,,N,STAR ENERGY INC,OGO-33380,ARMSTRONG,MANOR,40.747409,-79.544231,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3329
005-25440,2012-0,Y,ACTIVE,R.E. II&M.J. ISEMAN & WILLIAM ISEMAN 004,004,4559,365,,,,,N,STAR ENERGY INC,OGO-33380,ARMSTRONG,MANOR,40.742056,-79.554696,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3330
005-25757,2012-0,Y,ACTIVE,STAR ENERGY INC 1,1,3058,365,,,,,N,STAR ENERGY INC,OGO-33380,ARMSTRONG,WAYNE,40.90083,-79.300633,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3331
005-26059,2012-0,Y,ACTIVE,DOROTHY AND KENNETH BRICE 007,007,1980,365,,,,,N,STAR ENERGY INC,OGO-33380,ARMSTRONG,WAYNE,40.847567,-79.241331,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3332
005-26218,2012-0,Y,ACTIVE,DOROTHY & KENNETH B RICE 008,008,4243,365,,,,,N,STAR ENERGY INC,OGO-33380,ARMSTRONG,WAYNE,40.849681,-79.239156,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3333
005-26765,2012-0,Y,ACTIVE,DOROTHY & KENNETH BRICE 009,009,3402,365,,,,,N,STAR ENERGY INC,OGO-33380,ARMSTRONG,WAYNE,40.848292,-79.235878,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3334
005-27885,2012-0,Y,ACTIVE,BARRETT 011,011,5331,365,,,,,N,STAR ENERGY INC,OGO-33380,ARMSTRONG,WAYNE,40.852403,-79.240183,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3335
005-26054,2012-0,Y,ACTIVE,HERMAN AND GEORGIA GOEHRING 1,1,2902.34,305,,,,,N,TARGET ENERGY INC,OGO-33758,ARMSTRONG,REDBANK,40.987085,-79.230351,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3831
005-26206,2012-0,Y,ACTIVE,HERMAN & GEORGIA GEOHRING 2,2,3970.66,305,,,,,N,TARGET ENERGY INC,OGO-33758,ARMSTRONG,REDBANK,40.984319,-79.231044,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3832
005-20694,2012-0,Y,ACTIVE,ALVIN CAMPBELL JR PS102,PS102,374,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,KITTANNING,40.742326,-79.407584,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3833
005-21499,2012-0,Y,ACTIVE,ALTMIRE HRS (183 A) 2,2,1616.9,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,PLUMCREEK,40.73135,-79.265255,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3834
005-21500,2012-0,Y,ACTIVE,ALTMIRE HRS (150 A) 3,3,1986,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,PLUMCREEK,40.733546,-79.265977,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3835
005-21530,2012-0,Y,ACTIVE,CHARLES DUFF 1,1,1376,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.753735,-79.263636,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3836
005-21533,2012-0,Y,ACTIVE,CHARLES DUFF 4,4,1360.7,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.754765,-79.255154,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3837
005-21605,2012-0,Y,ACTIVE,ALTMIRE HRS 1,1,1219,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,PLUMCREEK,40.730526,-79.271208,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3838
005-21880,2012-0,Y,ACTIVE,EMMA R MARSHALL 1,1,1678.5,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,WAYNE,40.843999,-79.257329,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3839
005-21883,2012-0,Y,ACTIVE,HARRY E SMITH 1,1,939,338,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.838783,-79.268532,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3840
005-21992,2012-0,Y,ACTIVE,PAUL HARMAN (230 ACRE) 2,2,1013,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,REDBANK,40.95939,-79.231604,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3841
005-22171,2012-0,Y,ACTIVE,W E POWERS 1,1,707,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.774246,-79.330978,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3842
005-22173,2012-0,Y,ACTIVE,W E POWERS 3,3,712,366,,,200,365,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.775702,-79.326466,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3843
005-22202,2012-0,Y,ACTIVE,RONALD ALTMAN 1,1,2004.2,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.802533,-79.285137,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3844
005-22232,2012-0,Y,ACTIVE,S BOHAN 2,2,1747,245,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.792177,-79.254434,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3845
005-22244,2012-0,Y,ACTIVE,GLENN W JEWART 1,1,813,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,PLUMCREEK,40.729427,-79.274274,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3846
005-22249,2012-0,Y,ACTIVE,MYRTLE A PENROSE 1,1,2222,287,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,PLUMCREEK,40.719544,-79.323876,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3847
005-22259,2012-0,Y,ACTIVE,DONALD L GOLDSTROHM 1,1,281,240,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.805897,-79.365585,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3848
005-22265,2012-0,Y,ACTIVE,ROCHESTER & PITTSBURGH COAL CO 2,2,2777.6,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.779603,-79.353657,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3849
005-22266,2012-0,Y,ACTIVE,ORMAN MEYER 3,3,5455,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.784544,-79.355825,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3850
005-22272,2012-0,Y,ACTIVE,RONALD A JANTZ 1,1,581,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,REDBANK,40.924584,-79.277964,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3851
005-22273,2012-0,Y,ACTIVE,NORMAN REARICK 5,5,2699,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,PLUMCREEK,40.75106,-79.375105,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3852
005-22295,2012-0,Y,ACTIVE,MARTHA A WALTENBAUGH 1,1,1749,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,BURRELL,40.662158,-79.420725,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3853
005-22300,2012-0,Y,ACTIVE,N MUSSER 134AC,134AC,2173,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,PLUMCREEK,40.73135,-79.352199,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3854
005-22301,2012-0,Y,ACTIVE,ALEX CRIBBS 1,1,866.1,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,PLUMCREEK,40.724213,-79.352558,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3855
005-22358,2012-0,Y,ACTIVE,FLORA E NEAL 1,1,746,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,REDBANK,40.947641,-79.267114,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3856
005-22374,2012-0,Y,ACTIVE,KENNETH E DOOLEY 1,1,1986,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,SOUTH BEND,40.659821,-79.385557,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3857
005-22410,2012-0,Y,ACTIVE,ROY REARICK 3,3,1597,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,PLUMCREEK,40.754216,-79.387196,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3858
005-22411,2012-0,N,ACTIVE,C. SCHRENCENGOST 3,3,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,PLUMCREEK,40.739443,-79.369523,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,11/12/09,3859
005-22417,2012-0,Y,ACTIVE,ROY WIEGAND 2,2,2188,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,KITTANNING,40.77329,-79.397489,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3860
005-22432,2012-0,Y,ACTIVE,MELVIN PETTIGREW 2,2,2446,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.763271,-79.23316,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3861
005-22511,2012-0,Y,ACTIVE,WADE C HALL 1,1,2018,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.798215,-79.297367,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3862
005-22802,2012-0,Y,ACTIVE,LAURA WILSON 1,1,1909,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.819624,-79.298272,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3863
005-22818,2012-0,Y,ACTIVE,DONALD GOLDSTROHM 1A,1A,617,88,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.806996,-79.361071,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3864
005-22875,2012-0,Y,ACTIVE,IVAN & RUBY YARGER (12) 1,1,942.2,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,WAYNE,40.900755,-79.248043,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3865
005-22910,2012-0,Y,ACTIVE,JOHN & JULIA KUHAR 1,1,4570.4,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.803979,-79.342286,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3866
005-22911,2012-0,Y,ACTIVE,JOHN & JULIA KUHAR 2,2,2020,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.807273,-79.344454,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3867
005-22921,2012-0,Y,ACTIVE,JOHN F SCHRECENGOST 1551,1551,1182,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.827304,-79.287318,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3868
005-22922,2012-0,Y,ACTIVE,JOHN F SCHRECENGOST 1552,1552,4674,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.8295,-79.283887,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3869
005-22924,2012-0,Y,ACTIVE,W BLAIR GOOD ET UX 1,1,463.7,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,WAYNE,40.892939,-79.25039,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3870
005-22941,2012-0,Y,ACTIVE,JOHN F SCHRECENGOST 3,3,3107,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.827305,-79.281176,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3871
005-22942,2012-0,Y,ACTIVE,JOHN F SCHRECENGOST 4,4,2519,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.825383,-79.284788,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3872
005-22953,2012-0,Y,ACTIVE,ALBERT F QUINN 1,1,1584,260,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,WAYNE,40.897056,-79.251819,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3873
005-22981,2012-0,Y,ACTIVE,DAYTON AGRICULTURAL MEC ASSOC 1,1,197.8,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,WAYNE,40.87302,-79.241518,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3874
005-22990,2012-0,Y,ACTIVE,EDWARD A & MARIE SAMOSKY 1,1,1890.6,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.799034,-79.36811,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3875
005-23000,2012-0,Y,ACTIVE,KENNETH E DOOLEY 2,2,1497,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,SOUTH BEND,40.656253,-79.382132,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3876
005-23018,2012-0,Y,ACTIVE,IRA B SHOTTS 152A,152A,2394.1,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,KITTANNING,40.732169,-79.495605,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3877
005-23020,2012-0,Y,ACTIVE,ROBERT L THROCKMORTON 1752,1752,2856,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,KITTANNING,40.761488,-79.479739,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3878
005-23021,2012-0,Y,ACTIVE,DAYTON AGRICULTURE & MECH ASSN 2,2,1029.5,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,WAYNE,40.876328,-79.243508,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3879
005-23022,2012-0,Y,ACTIVE,DONALD E & JANET L REARICK 1,1,2786.2,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,PLUMCREEK,40.732306,-79.290694,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3880
005-23023,2012-0,Y,ACTIVE,KERMIT A & IRENE E GOLDSTROHM 1,1,3205.3,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.809675,-79.343732,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3881
005-23041,2012-0,Y,ACTIVE,ORBIC DEAN & ELIZABETH CRAWFORD 1,1,1484,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,WAYNE,40.878804,-79.293215,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3882
005-23043,2012-0,Y,ACTIVE,ROY F & CLARA D KAUFMAN 1,1,4233,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,PLUMCREEK,40.712959,-79.357064,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3883
005-23044,2012-0,Y,ACTIVE,HOWARD F WARNER 285A,285A,3448.1,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,KITTANNING,40.73684,-79.434093,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3884
005-23046,2012-0,Y,ACTIVE,CYRUS E PIFER 1141A,1141A,2531,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,RAYBURN,40.827852,-79.455798,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3885
005-23050,2012-0,Y,ACTIVE,HARLAND J & ELIZABETH R LYTLE 304,304,1546,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,WAYNE,40.871171,-79.222896,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3886
005-23057,2012-0,N,ACTIVE,ALBERT F QUINN 2,2,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,WAYNE,40.896232,-79.255888,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,9/29/11,3887
005-23060,2012-0,Y,ACTIVE,BURTON J BUTKER 3,3,2786,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.827252,-79.275394,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3888
005-23062,2012-0,Y,ACTIVE,KERMIT A & IRENE E GOLDSTROHM 2,2,2205,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.808371,-79.338675,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3889
005-23063,2012-0,N,ACTIVE,GARY S WOOD 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,BETHEL,40.71186,-79.530138,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Sold this well,Sold to Landowner,3890
005-23083,2012-0,Y,ACTIVE,SAMUEL F & ADELINE M BUFFONE ET AL 1,1,2669.2,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,RURAL VALLEY,40.80288,-79.309648,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3891
005-23084,2012-0,Y,ACTIVE,JAMES & MARIE E TAYLOR 2,2,864,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,RURAL VALLEY,40.800548,-79.30441,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3892
005-23088,2012-0,Y,ACTIVE,EVERETT M & JANET FRAILEY 1,1,1108,336,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,PLUMCREEK,40.725448,-79.313776,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3893
005-23096,2012-0,Y,ACTIVE,LOIS COWEN DONHISER 1,1,1011,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,COWANSHANNOCK,40.798764,-79.25904,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3894
005-23099,2012-0,Y,ACTIVE,DOUGLAS A DUNDERDALE 1,1,2003.5,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,RURAL VALLEY,40.806586,-79.308927,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3895
005-23100,2012-0,Y,ACTIVE,DOUGLAS A DUNDERDALE 2,2,1617,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,RURAL VALLEY,40.806861,-79.305134,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3896
005-23101,2012-0,Y,ACTIVE,DOUGLAS A DUNDERDALE 3,3,2718,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,RURAL VALLEY,40.806448,-79.314165,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3897
005-23111,2012-0,Y,ACTIVE,HAROLD & JULIA HECKMAN 1,1,5893.2,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,ARMSTRONG,PLUMCREEK,40.73621,-79.291752,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,3898
