unit,product,indic_nrg,geo,_2011,_2011_flag,_2010,_2010_flag,_2009,_2009_flag,_2008,_2008_flag,_2007,_2007_flag,_2006,_2006_flag,_2005,_2005_flag,_2004,_2004_flag,_2003,_2003_flag,_2002,_2002_flag,_2001,_2001_flag,_2000,_2000_flag,_1999,_1999_flag,_1998,_1998_flag,_1997,_1997_flag,_1996,_1996_flag,_1995,_1995_flag,_1994,_1994_flag,_1993,_1993_flag,_1992,_1992_flag,_1991,_1991_flag,_1990,_1990_flag,serialid
Thousand tonnes of oil equivalent (TOE),Solar energy,Exports,Netherlands,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3748
Thousand tonnes of oil equivalent (TOE),Solar energy,Exports,New Member States (10 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3749
Thousand tonnes of oil equivalent (TOE),Solar energy,Exports,Norway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3750
Thousand tonnes of oil equivalent (TOE),Solar energy,Exports,Poland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3751
Thousand tonnes of oil equivalent (TOE),Solar energy,Exports,Portugal,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3752
Thousand tonnes of oil equivalent (TOE),Solar energy,Exports,Romania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3753
Thousand tonnes of oil equivalent (TOE),Solar energy,Exports,Sweden,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3754
Thousand tonnes of oil equivalent (TOE),Solar energy,Exports,Slovenia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3755
Thousand tonnes of oil equivalent (TOE),Solar energy,Exports,Slovakia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3756
Thousand tonnes of oil equivalent (TOE),Solar energy,Exports,Turkey,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3757
Thousand tonnes of oil equivalent (TOE),Solar energy,Exports,United Kingdom,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3758
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Austria,180,,168,,157,,118,,109,,101,,93,,87,,80,,70,,67,,63,,58,,55,,48,,42,,36,,29,,25,,23,,19,,15,,3759
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Belgium,115,,60,,25,,9,,5,,3,,3,,3,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3760
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Bulgaria,23,,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3761
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Switzerland,,,51,,43,,33,,30,,28,,26,,25,,24,,23,,23,,22,,21,,19,,18,,17,,16,,14,,12,,11,,9,,8,,3762
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Cyprus,64,,61,,58,,56,,54,,43,,41,,40,,36,,35,,34,,35,,35,,34,,33,,32,,31,,0,,0,,0,,0,,0,,3763
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Czech Republic,198,,62,,14,,6,,4,,3,,2,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3764
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Germany (until 1990 former territory of the FRG),2218,,1452,,973,,735,,580,,472,,353,,262,,216,,184,,150,,115,,92,,77,,61,,48,,38,,31,,24,,19,,14,,11,,3765
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Denmark,20,,16,,14,,13,,12,,11,,10,,10,,9,,9,,8,,8,,8,,7,,7,,6,,5,,4,,4,,3,,3,,2,,3766
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)",5661,,3516,,2412,,1636,,1137,,885,,714,,600,,522,,466,,420,,271,,237,,213,,185,,167,,149,,133,,96,,87,,76,,66,,3767
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Euro area (12 countries),5544,,3437,,2346,,1580,,1137,,885,,714,,600,,522,,466,,420,,370,,334,,306,,275,,253,,231,,212,,171,,157,,139,,122,,3768
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Euro area (13 countries),5558,,3446,,2354,,1580,,1137,,885,,714,,600,,522,,466,,420,,370,,334,,306,,275,,253,,231,,212,,171,,157,,139,,122,,3769
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Euro area (15 countries),5622,,3510,,2412,,1636,,1191,,929,,755,,639,,558,,502,,455,,406,,369,,340,,308,,285,,262,,212,,171,,157,,139,,122,,3770
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Euro area (16 countries),5661,,3516,,2412,,1636,,1191,,929,,755,,639,,558,,502,,455,,406,,369,,340,,308,,285,,262,,212,,171,,157,,139,,122,,3771
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Euro area (17 countries),5661,,3516,,2412,,1636,,1191,,929,,755,,639,,558,,502,,455,,406,,369,,340,,308,,285,,262,,212,,171,,157,,139,,122,,3772
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Estonia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3773
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,"European Economic Area (EU-15 plus IS, LI, NO)",5707,,3554,,2442,,1659,,1204,,939,,760,,639,,556,,496,,446,,395,,357,,328,,296,,273,,251,,231,,189,,174,,156,,138,,3774
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Greece,235,,197,,187,,174,,160,,109,,101,,108,,99,,99,,100,,99,,97,,93,,89,,86,,82,,79,,75,,70,,63,,56,,3775
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Spain,1348,,1035,,710,,349,,138,,83,,65,,58,,48,,43,,38,,33,,29,,27,,24,,26,,26,,25,,1,,1,,1,,1,,3776
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,European Union (15 countries),5707,,3554,,2442,,1659,,1204,,939,,760,,639,,556,,496,,446,,395,,357,,328,,296,,273,,251,,231,,189,,174,,156,,138,,3777
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,European Union (25 countries),6039,,3709,,2534,,1727,,1265,,988,,806,,683,,596,,533,,482,,430,,391,,362,,329,,305,,282,,231,,189,,174,,156,,138,,3778
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,European Union (27 countries),6062,,3720,,2534,,1727,,1265,,988,,806,,683,,596,,533,,482,,430,,391,,362,,329,,305,,282,,231,,189,,174,,156,,138,,3779
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Finland,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3780
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,France,240,,110,,65,,47,,36,,28,,22,,19,,18,,17,,17,,17,,17,,18,,19,,19,,20,,20,,20,,20,,20,,19,,3781
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Croatia,6,,5,,5,,4,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3782
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Hungary,6,,5,,5,,4,,3,,2,,2,,2,,2,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3783
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Ireland,8,,7,,4,,3,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3784
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Iceland,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3785
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Italy,1069,,298,,143,,83,,56,,38,,30,,21,,18,,16,,14,,12,,11,,11,,9,,8,,8,,8,,8,,7,,6,,5,,3786
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Lithuania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3787
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Luxembourg,3,,3,,2,,2,,2,,2,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3788
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Latvia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3789
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,"Former Yugoslav Republic of Macedonia, the",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3790
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Malta,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3791
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Netherlands,33,,29,,26,,24,,23,,22,,21,,20,,18,,16,,13,,11,,10,,8,,7,,6,,5,,4,,3,,3,,2,,2,,3792
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Finland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3793
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,New Member States (10 countries),332,,155,,92,,68,,61,,49,,46,,44,,40,,37,,36,,35,,35,,34,,33,,32,,31,,0,,0,,0,,0,,0,,3794
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Norway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3795
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Poland,10,,8,,7,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3796
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Portugal,92,,77,,52,,34,,28,,24,,23,,21,,21,,20,,19,,18,,18,,17,,16,,16,,15,,15,,14,,13,,13,,11,,3797
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Romania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3798
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Sweden,12,,11,,10,,10,,9,,6,,6,,5,,5,,4,,4,,5,,5,,5,,5,,4,,5,,5,,4,,4,,4,,3,,3799
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Slovenia,14,,9,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3800
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Slovakia,39,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3801
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,Turkey,630,,432,,429,,420,,420,,402,,385,,375,,350,,318,,287,,262,,236,,210,,179,,159,,143,,129,,88,,60,,41,,28,,3802
Thousand tonnes of oil equivalent (TOE),Solar energy,Gross inland consumption,United Kingdom,131,,90,,71,,57,,46,,37,,30,,25,,20,,16,,13,,11,,10,,9,,10,,10,,10,,10,,10,,10,,10,,10,,3803
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Austria,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3804
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Belgium,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3805
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Bulgaria,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3806
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Switzerland,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3807
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Cyprus,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3808
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Czech Republic,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3809
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Germany (until 1990 former territory of the FRG),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3810
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Denmark,5,,3,,3,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3811
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)",509,,300,,43,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3812
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Euro area (12 countries),509,,300,,43,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3813
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Euro area (13 countries),509,,300,,43,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3814
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Euro area (15 countries),509,,300,,43,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3815
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Euro area (16 countries),509,,300,,43,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3816
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Euro area (17 countries),509,,300,,43,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3817
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Estonia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3818
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,"European Economic Area (EU-15 plus IS, LI, NO)",514,,303,,46,,5,,3,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3819
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Greece,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3820
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Spain,508,,299,,42,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3821
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,European Union (15 countries),514,,303,,46,,5,,3,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3822
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,European Union (25 countries),514,,304,,46,,5,,3,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3823
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,European Union (27 countries),514,,304,,46,,5,,3,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3824
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,France,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3825
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Croatia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3826
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Hungary,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3827
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Ireland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3828
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Iceland,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3829
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Italy,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3830
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Lithuania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3831
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Luxembourg,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3832
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Latvia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3833
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,"Former Yugoslav Republic of Macedonia, the",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3834
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Malta,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3835
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Netherlands,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3836
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,New Member States (10 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3837
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Norway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3838
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Poland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3839
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Portugal,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3840
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Romania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3841
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Sweden,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3842
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Slovenia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3843
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Slovakia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3844
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,Turkey,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3845
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input,United Kingdom,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3846
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,Austria,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3847
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,Belgium,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3848
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,Bulgaria,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3849
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,Switzerland,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3850
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,Cyprus,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3851
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,Czech Republic,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3852
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,Germany (until 1990 former territory of the FRG),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3853
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,Denmark,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3854
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)",508,,299,,42,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3855
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,Euro area (12 countries),508,,299,,42,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3856
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,Sweden,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3857
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,Euro area (13 countries),508,,299,,42,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3858
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,Euro area (15 countries),508,,299,,42,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3859
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,Euro area (16 countries),508,,299,,42,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3860
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,Euro area (17 countries),508,,299,,42,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3861
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,Estonia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3862
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,"European Economic Area (EU-15 plus IS, LI, NO)",508,,299,,42,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3863
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,Greece,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3864
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,Spain,508,,299,,42,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3865
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,European Union (15 countries),508,,299,,42,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3866
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,European Union (25 countries),508,,299,,42,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3867
Thousand tonnes of oil equivalent (TOE),Solar energy,Transformation input - Conventional Thermal Power Stations,European Union (27 countries),508,,299,,42,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3868
